"cod_proposta","cod_cliente","data_nascimento","endereco","cod_colaborador","valor_financiamento","status_proposta"
1631,784,"1982-09-28","Condomínio de Silveira, 31 Prado 21560258 Novaes das Flores / AM",44,10451.96,Validação documentos
1656,682,"1950-06-17","Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",44,15777.05,Validação documentos
1656,682,"1950-06-17","Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",44,15777.05,Validação documentos
1656,682,"1950-06-17","Aeroporto Lorena Souza, 5 Santa Isabel 27905-727 Viana Paulista / PR",44,15777.05,Validação documentos
1779,245,"1994-02-19","Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",44,48966.22,Validação documentos
1779,245,"1994-02-19","Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",44,48966.22,Validação documentos
1779,245,"1994-02-19","Campo Vinicius da Cruz, 6 Varzea Da Palma 60132623 Rodrigues / RR",44,48966.22,Validação documentos
31,997,"1979-06-08","Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",45,140514.27,Validação documentos
31,997,"1979-06-08","Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",45,140514.27,Validação documentos
31,997,"1979-06-08","Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",45,140514.27,Validação documentos
257,690,"1986-03-11","Viaduto de Moreira, 77 Vila Nova Gameleira 3ª Seção 36353-876 Silva / AC",45,240493.02,Validação documentos
257,690,"1986-03-11","Viaduto de Moreira, 77 Vila Nova Gameleira 3ª Seção 36353-876 Silva / AC",45,240493.02,Validação documentos
257,690,"1986-03-11","Viaduto de Moreira, 77 Vila Nova Gameleira 3ª Seção 36353-876 Silva / AC",45,240493.02,Validação documentos
281,723,"1982-12-01","Sítio de da Luz, 12 Casa Branca 78998124 Pereira / DF",45,209022.44,Validação documentos
281,723,"1982-12-01","Sítio de da Luz, 12 Casa Branca 78998124 Pereira / DF",45,209022.44,Validação documentos
281,723,"1982-12-01","Sítio de da Luz, 12 Casa Branca 78998124 Pereira / DF",45,209022.44,Validação documentos
1018,840,"1983-11-02","Praça Cunha, 6 Novo São Lucas 97233-609 Costa / RR",45,175352.44,Validação documentos
1018,840,"1983-11-02","Praça Cunha, 6 Novo São Lucas 97233-609 Costa / RR",45,175352.44,Validação documentos
1018,840,"1983-11-02","Praça Cunha, 6 Novo São Lucas 97233-609 Costa / RR",45,175352.44,Validação documentos
1439,999,"1972-03-02","Quadra Novaes, 72 Caiçara - Adelaide 53166402 Gonçalves / SE",45,187878.55,Validação documentos
1439,999,"1972-03-02","Quadra Novaes, 72 Caiçara - Adelaide 53166402 Gonçalves / SE",45,187878.55,Validação documentos
1439,999,"1972-03-02","Quadra Novaes, 72 Caiçara - Adelaide 53166402 Gonçalves / SE",45,187878.55,Validação documentos
1773,27,"2006-05-21","Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",45,112191.98,Validação documentos
1773,27,"2006-05-21","Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",45,112191.98,Validação documentos
1773,27,"2006-05-21","Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",45,112191.98,Validação documentos
75,504,"1953-12-23","Chácara de Caldeira, 6 Lajedo 03973-995 Pires Verde / MG",46,82607.67,Validação documentos
75,504,"1953-12-23","Chácara de Caldeira, 6 Lajedo 03973-995 Pires Verde / MG",46,82607.67,Validação documentos
75,504,"1953-12-23","Chácara de Caldeira, 6 Lajedo 03973-995 Pires Verde / MG",46,82607.67,Validação documentos
298,475,"1957-10-02","Quadra Ana Carolina da Cunha, 95 Santana Do Cafezal 19991-246 Ferreira / PB",46,115991.17,Validação documentos
298,475,"1957-10-02","Quadra Ana Carolina da Cunha, 95 Santana Do Cafezal 19991-246 Ferreira / PB",46,115991.17,Validação documentos
298,475,"1957-10-02","Quadra Ana Carolina da Cunha, 95 Santana Do Cafezal 19991-246 Ferreira / PB",46,115991.17,Validação documentos
452,43,"1971-07-15","Recanto Gustavo Henrique Dias, 64 Vila Da Paz 92813-481 da Costa / MT",46,29913.81,Validação documentos
452,43,"1971-07-15","Recanto Gustavo Henrique Dias, 64 Vila Da Paz 92813-481 da Costa / MT",46,29913.81,Validação documentos
452,43,"1971-07-15","Recanto Gustavo Henrique Dias, 64 Vila Da Paz 92813-481 da Costa / MT",46,29913.81,Validação documentos
1998,657,"1998-07-19","Quadra da Paz, 49 Novo Das Industrias 20437973 Almeida / SP",46,217734.4,Validação documentos
1998,657,"1998-07-19","Quadra da Paz, 49 Novo Das Industrias 20437973 Almeida / SP",46,217734.4,Validação documentos
1998,657,"1998-07-19","Quadra da Paz, 49 Novo Das Industrias 20437973 Almeida / SP",46,217734.4,Validação documentos
42,661,"1960-02-18","Rodovia Emanuella Souza, 4 Saudade 31563951 Silva / BA",47,82315.96,Validação documentos
42,661,"1960-02-18","Rodovia Emanuella Souza, 4 Saudade 31563951 Silva / BA",47,82315.96,Validação documentos
42,661,"1960-02-18","Rodovia Emanuella Souza, 4 Saudade 31563951 Silva / BA",47,82315.96,Validação documentos
192,594,"1998-07-07","Sítio Teixeira, 17 Vila Engenho Nogueira 44233382 Duarte de Barros / MA",47,249035.39,Validação documentos
192,594,"1998-07-07","Sítio Teixeira, 17 Vila Engenho Nogueira 44233382 Duarte de Barros / MA",47,249035.39,Validação documentos
192,594,"1998-07-07","Sítio Teixeira, 17 Vila Engenho Nogueira 44233382 Duarte de Barros / MA",47,249035.39,Validação documentos
864,378,"1943-10-17","Parque Luna Nunes, 2 Novo Ouro Preto 54121906 Vieira do Oeste / AM",47,103169.64,Validação documentos
864,378,"1943-10-17","Parque Luna Nunes, 2 Novo Ouro Preto 54121906 Vieira do Oeste / AM",47,103169.64,Validação documentos
864,378,"1943-10-17","Parque Luna Nunes, 2 Novo Ouro Preto 54121906 Vieira do Oeste / AM",47,103169.64,Validação documentos
1083,820,"1979-02-22","Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",47,194504.44,Validação documentos
1083,820,"1979-02-22","Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",47,194504.44,Validação documentos
1083,820,"1979-02-22","Rua Mendes, 275 Inconfidência 75773-173 Moraes / MS",47,194504.44,Validação documentos
1155,707,"1945-09-22",Travessa de Costela Santa Lúcia 58697-782 Cavalcanti Alegre / PR,47,19948.27,Validação documentos
1155,707,"1945-09-22",Travessa de Costela Santa Lúcia 58697-782 Cavalcanti Alegre / PR,47,19948.27,Validação documentos
1155,707,"1945-09-22",Travessa de Costela Santa Lúcia 58697-782 Cavalcanti Alegre / PR,47,19948.27,Validação documentos
1478,637,"1986-11-22","Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",47,172106.2,Validação documentos
1478,637,"1986-11-22","Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",47,172106.2,Validação documentos
1478,637,"1986-11-22","Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",47,172106.2,Validação documentos
1697,564,"1996-08-16","Esplanada de da Paz, 6 Monte São José 27113-651 Freitas / RS",47,107539.76,Validação documentos
1697,564,"1996-08-16","Esplanada de da Paz, 6 Monte São José 27113-651 Freitas / RS",47,107539.76,Validação documentos
1697,564,"1996-08-16","Esplanada de da Paz, 6 Monte São José 27113-651 Freitas / RS",47,107539.76,Validação documentos
1745,424,"1950-02-17","Via Yago da Rocha, 460 Conjunto São Francisco De Assis 52195152 Gonçalves do Galho / RR",47,20831.83,Validação documentos
1745,424,"1950-02-17","Via Yago da Rocha, 460 Conjunto São Francisco De Assis 52195152 Gonçalves do Galho / RR",47,20831.83,Validação documentos
1745,424,"1950-02-17","Via Yago da Rocha, 460 Conjunto São Francisco De Assis 52195152 Gonçalves do Galho / RR",47,20831.83,Validação documentos
275,332,"1964-01-22",Jardim Campos Vila Vista Alegre 72946-280 Freitas / RR,48,88725.05,Validação documentos
275,332,"1964-01-22",Jardim Campos Vila Vista Alegre 72946-280 Freitas / RR,48,88725.05,Validação documentos
275,332,"1964-01-22",Jardim Campos Vila Vista Alegre 72946-280 Freitas / RR,48,88725.05,Validação documentos
361,265,"1989-10-25","Vila Gonçalves, 11 Pousada Santo Antonio 46466-651 Ferreira / GO",48,153122.88,Validação documentos
361,265,"1989-10-25","Vila Gonçalves, 11 Pousada Santo Antonio 46466-651 Ferreira / GO",48,153122.88,Validação documentos
361,265,"1989-10-25","Vila Gonçalves, 11 Pousada Santo Antonio 46466-651 Ferreira / GO",48,153122.88,Validação documentos
1223,279,"1972-11-24","Estrada Vinicius Rezende, 35 Santa Branca 42094682 Silveira / MG",48,59711.93,Validação documentos
1223,279,"1972-11-24","Estrada Vinicius Rezende, 35 Santa Branca 42094682 Silveira / MG",48,59711.93,Validação documentos
1223,279,"1972-11-24","Estrada Vinicius Rezende, 35 Santa Branca 42094682 Silveira / MG",48,59711.93,Validação documentos
1450,920,"1963-02-19","Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",48,4440.22,Validação documentos
1450,920,"1963-02-19","Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",48,4440.22,Validação documentos
1450,920,"1963-02-19","Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",48,4440.22,Validação documentos
350,738,"1961-08-17",Jardim Pietro Gonçalves Vila Real 1ª Seção 87016-537 Cunha de Rocha / PB,49,210478.52,Validação documentos
350,738,"1961-08-17",Jardim Pietro Gonçalves Vila Real 1ª Seção 87016-537 Cunha de Rocha / PB,49,210478.52,Validação documentos
350,738,"1961-08-17",Jardim Pietro Gonçalves Vila Real 1ª Seção 87016-537 Cunha de Rocha / PB,49,210478.52,Validação documentos
409,467,"1999-10-12","Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",49,60545.37,Validação documentos
409,467,"1999-10-12","Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",49,60545.37,Validação documentos
409,467,"1999-10-12","Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",49,60545.37,Validação documentos
559,375,"1967-12-15","Vale de Vieira, 27 Ribeiro De Abreu 39530-310 Martins / RN",49,158635.86,Validação documentos
559,375,"1967-12-15","Vale de Vieira, 27 Ribeiro De Abreu 39530-310 Martins / RN",49,158635.86,Validação documentos
559,375,"1967-12-15","Vale de Vieira, 27 Ribeiro De Abreu 39530-310 Martins / RN",49,158635.86,Validação documentos
927,371,"1949-01-07","Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",49,81144.26,Validação documentos
927,371,"1949-01-07","Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",49,81144.26,Validação documentos
927,371,"1949-01-07","Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",49,81144.26,Validação documentos
1154,326,"1964-05-01","Núcleo Theo Pinto, 91 Senhor Dos Passos 98613141 Freitas do Oeste / PB",49,228895.44,Validação documentos
1154,326,"1964-05-01","Núcleo Theo Pinto, 91 Senhor Dos Passos 98613141 Freitas do Oeste / PB",49,228895.44,Validação documentos
1154,326,"1964-05-01","Núcleo Theo Pinto, 91 Senhor Dos Passos 98613141 Freitas do Oeste / PB",49,228895.44,Validação documentos
1220,917,"1947-12-13","Distrito de da Luz, 88 Cabana Do Pai Tomás 27391181 da Rosa / MS",49,180077.48,Validação documentos
1220,917,"1947-12-13","Distrito de da Luz, 88 Cabana Do Pai Tomás 27391181 da Rosa / MS",49,180077.48,Validação documentos
1220,917,"1947-12-13","Distrito de da Luz, 88 Cabana Do Pai Tomás 27391181 da Rosa / MS",49,180077.48,Validação documentos
1751,109,"1978-12-28",Sítio de da Mota Engenho Nogueira 86201-053 Correia das Pedras / DF,49,7194.61,Validação documentos
1751,109,"1978-12-28",Sítio de da Mota Engenho Nogueira 86201-053 Correia das Pedras / DF,49,7194.61,Validação documentos
1751,109,"1978-12-28",Sítio de da Mota Engenho Nogueira 86201-053 Correia das Pedras / DF,49,7194.61,Validação documentos
1295,927,"1957-05-26","Vereda Nogueira, 258 Alta Tensão 1ª Seção 70468-406 Moura do Norte / AM",50,199276.92,Validação documentos
1295,927,"1957-05-26","Vereda Nogueira, 258 Alta Tensão 1ª Seção 70468-406 Moura do Norte / AM",50,199276.92,Validação documentos
1295,927,"1957-05-26","Vereda Nogueira, 258 Alta Tensão 1ª Seção 70468-406 Moura do Norte / AM",50,199276.92,Validação documentos
1572,950,"1952-01-25","Esplanada de Lima, 792 Universitário 17334-458 Fernandes Paulista / PB",50,148429.81,Validação documentos
1572,950,"1952-01-25","Esplanada de Lima, 792 Universitário 17334-458 Fernandes Paulista / PB",50,148429.81,Validação documentos
1572,950,"1952-01-25","Esplanada de Lima, 792 Universitário 17334-458 Fernandes Paulista / PB",50,148429.81,Validação documentos
778,452,"1954-12-27",Travessa de Cardoso Nossa Senhora Da Conceição 41836-383 Dias Alegre / SC,51,137822.98,Validação documentos
778,452,"1954-12-27",Travessa de Cardoso Nossa Senhora Da Conceição 41836-383 Dias Alegre / SC,51,137822.98,Validação documentos
778,452,"1954-12-27",Travessa de Cardoso Nossa Senhora Da Conceição 41836-383 Dias Alegre / SC,51,137822.98,Validação documentos
1741,295,"1970-01-10","Vereda de Aragão, 33 Goiania 85239-665 Silva / PA",51,19046.08,Validação documentos
1741,295,"1970-01-10","Vereda de Aragão, 33 Goiania 85239-665 Silva / PA",51,19046.08,Validação documentos
1741,295,"1970-01-10","Vereda de Aragão, 33 Goiania 85239-665 Silva / PA",51,19046.08,Validação documentos
1910,997,"1979-06-08","Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",51,24177.91,Validação documentos
1910,997,"1979-06-08","Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",51,24177.91,Validação documentos
1910,997,"1979-06-08","Trecho de Araújo, 816 Cruzeiro 74452-919 Silva da Praia / AP",51,24177.91,Validação documentos
613,737,"1980-04-02","Condomínio Bruna da Mota, 628 Das Industrias I 27208-640 Nascimento Alegre / TO",52,206269.97,Validação documentos
613,737,"1980-04-02","Condomínio Bruna da Mota, 628 Das Industrias I 27208-640 Nascimento Alegre / TO",52,206269.97,Validação documentos
613,737,"1980-04-02","Condomínio Bruna da Mota, 628 Das Industrias I 27208-640 Nascimento Alegre / TO",52,206269.97,Validação documentos
898,82,"1955-03-09","Esplanada da Cruz, 23 Vila Nova Cachoeirinha 3ª Seção 10616-772 Caldeira / AM",52,186552.83,Validação documentos
898,82,"1955-03-09","Esplanada da Cruz, 23 Vila Nova Cachoeirinha 3ª Seção 10616-772 Caldeira / AM",52,186552.83,Validação documentos
898,82,"1955-03-09","Esplanada da Cruz, 23 Vila Nova Cachoeirinha 3ª Seção 10616-772 Caldeira / AM",52,186552.83,Validação documentos
1015,120,"1968-04-26","Vila de Monteiro, 8 Marieta 2ª Seção 99015734 Castro do Sul / AP",52,112835.8,Validação documentos
1015,120,"1968-04-26","Vila de Monteiro, 8 Marieta 2ª Seção 99015734 Castro do Sul / AP",52,112835.8,Validação documentos
1015,120,"1968-04-26","Vila de Monteiro, 8 Marieta 2ª Seção 99015734 Castro do Sul / AP",52,112835.8,Validação documentos
279,517,"1999-11-16","Conjunto de Ribeiro, 83 Ventosa 23608423 Fernandes / ES",53,162394.06,Validação documentos
279,517,"1999-11-16","Conjunto de Ribeiro, 83 Ventosa 23608423 Fernandes / ES",53,162394.06,Validação documentos
279,517,"1999-11-16","Conjunto de Ribeiro, 83 Ventosa 23608423 Fernandes / ES",53,162394.06,Validação documentos
312,942,"1949-11-15","Vila Lima, 47 Vitoria Da Conquista 58876-621 Silveira / RS",53,178652.69,Validação documentos
312,942,"1949-11-15","Vila Lima, 47 Vitoria Da Conquista 58876-621 Silveira / RS",53,178652.69,Validação documentos
312,942,"1949-11-15","Vila Lima, 47 Vitoria Da Conquista 58876-621 Silveira / RS",53,178652.69,Validação documentos
373,548,"1982-05-20",Parque de Jesus São Luiz 10227-287 Freitas das Flores / ES,53,139798.66,Validação documentos
373,548,"1982-05-20",Parque de Jesus São Luiz 10227-287 Freitas das Flores / ES,53,139798.66,Validação documentos
373,548,"1982-05-20",Parque de Jesus São Luiz 10227-287 Freitas das Flores / ES,53,139798.66,Validação documentos
940,991,"1964-10-26","Chácara de Moreira, 60 Olaria 22714-326 Ribeiro da Mata / AM",53,36866.8,Validação documentos
940,991,"1964-10-26","Chácara de Moreira, 60 Olaria 22714-326 Ribeiro da Mata / AM",53,36866.8,Validação documentos
940,991,"1964-10-26","Chácara de Moreira, 60 Olaria 22714-326 Ribeiro da Mata / AM",53,36866.8,Validação documentos
1320,5,"1994-03-04","Lago de Moraes, 592 Mirtes 10935-233 Nascimento de Peixoto / AL",53,79229.78,Validação documentos
1320,5,"1994-03-04","Lago de Moraes, 592 Mirtes 10935-233 Nascimento de Peixoto / AL",53,79229.78,Validação documentos
1320,5,"1994-03-04","Lago de Moraes, 592 Mirtes 10935-233 Nascimento de Peixoto / AL",53,79229.78,Validação documentos
1768,542,"1992-10-23","Vale João Pedro Caldeira, 64 Minas Brasil 73891-995 Alves / RJ",53,134778.98,Validação documentos
1768,542,"1992-10-23","Vale João Pedro Caldeira, 64 Minas Brasil 73891-995 Alves / RJ",53,134778.98,Validação documentos
1768,542,"1992-10-23","Vale João Pedro Caldeira, 64 Minas Brasil 73891-995 Alves / RJ",53,134778.98,Validação documentos
1078,395,"1983-04-18","Campo Monteiro, 57 Floresta 48388-235 da Rosa / TO",54,49429.78,Validação documentos
1078,395,"1983-04-18","Campo Monteiro, 57 Floresta 48388-235 da Rosa / TO",54,49429.78,Validação documentos
1078,395,"1983-04-18","Campo Monteiro, 57 Floresta 48388-235 da Rosa / TO",54,49429.78,Validação documentos
1627,651,"1990-02-08","Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",54,152867.12,Validação documentos
1627,651,"1990-02-08","Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",54,152867.12,Validação documentos
1627,651,"1990-02-08","Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",54,152867.12,Validação documentos
1677,881,"1957-03-07","Aeroporto Oliveira, 888 Dom Cabral 50785807 Rodrigues / TO",54,236449.64,Validação documentos
1677,881,"1957-03-07","Aeroporto Oliveira, 888 Dom Cabral 50785807 Rodrigues / TO",54,236449.64,Validação documentos
1677,881,"1957-03-07","Aeroporto Oliveira, 888 Dom Cabral 50785807 Rodrigues / TO",54,236449.64,Validação documentos
1748,7,"1985-11-13","Estação de da Rocha, 59 Aeroporto 24555159 Barbosa / GO",54,41620.86,Validação documentos
1748,7,"1985-11-13","Estação de da Rocha, 59 Aeroporto 24555159 Barbosa / GO",54,41620.86,Validação documentos
1748,7,"1985-11-13","Estação de da Rocha, 59 Aeroporto 24555159 Barbosa / GO",54,41620.86,Validação documentos
1047,166,"1962-07-08","Feira da Paz, 72 Jaraguá 20559043 Cunha de Barbosa / RR",55,32393.19,Validação documentos
1047,166,"1962-07-08","Feira da Paz, 72 Jaraguá 20559043 Cunha de Barbosa / RR",55,32393.19,Validação documentos
1047,166,"1962-07-08","Feira da Paz, 72 Jaraguá 20559043 Cunha de Barbosa / RR",55,32393.19,Validação documentos
1225,589,"1978-04-11","Residencial de Cardoso, 60 Coqueiros 39605768 Moraes Paulista / MG",55,157968.47,Validação documentos
1225,589,"1978-04-11","Residencial de Cardoso, 60 Coqueiros 39605768 Moraes Paulista / MG",55,157968.47,Validação documentos
1225,589,"1978-04-11","Residencial de Cardoso, 60 Coqueiros 39605768 Moraes Paulista / MG",55,157968.47,Validação documentos
1943,937,"1952-07-15","Viela da Cunha, 862 Canadá 07585-026 Souza / RS",55,216225.23,Validação documentos
1943,937,"1952-07-15","Viela da Cunha, 862 Canadá 07585-026 Souza / RS",55,216225.23,Validação documentos
1943,937,"1952-07-15","Viela da Cunha, 862 Canadá 07585-026 Souza / RS",55,216225.23,Validação documentos
237,862,"1949-02-11",Via Jesus Vila Piratininga 32138-209 Fernandes / GO,56,115096.34,Validação documentos
237,862,"1949-02-11",Via Jesus Vila Piratininga 32138-209 Fernandes / GO,56,115096.34,Validação documentos
237,862,"1949-02-11",Via Jesus Vila Piratininga 32138-209 Fernandes / GO,56,115096.34,Validação documentos
238,201,"1948-01-29","Ladeira Nicolas Cardoso, 319 Túnel De Ibirité 18390285 Cardoso / SE",56,90989.6,Validação documentos
238,201,"1948-01-29","Ladeira Nicolas Cardoso, 319 Túnel De Ibirité 18390285 Cardoso / SE",56,90989.6,Validação documentos
238,201,"1948-01-29","Ladeira Nicolas Cardoso, 319 Túnel De Ibirité 18390285 Cardoso / SE",56,90989.6,Validação documentos
507,52,"1955-02-26","Rodovia Isaac Silva, 99 Vila Santa Monica 1ª Seção 54647-803 Ramos de Minas / AC",56,144180.4,Validação documentos
507,52,"1955-02-26","Rodovia Isaac Silva, 99 Vila Santa Monica 1ª Seção 54647-803 Ramos de Minas / AC",56,144180.4,Validação documentos
507,52,"1955-02-26","Rodovia Isaac Silva, 99 Vila Santa Monica 1ª Seção 54647-803 Ramos de Minas / AC",56,144180.4,Validação documentos
589,319,"1990-01-05","Praça de Duarte, 28 Vila São Rafael 62758847 Pereira do Sul / SC",56,108888.98,Validação documentos
589,319,"1990-01-05","Praça de Duarte, 28 Vila São Rafael 62758847 Pereira do Sul / SC",56,108888.98,Validação documentos
589,319,"1990-01-05","Praça de Duarte, 28 Vila São Rafael 62758847 Pereira do Sul / SC",56,108888.98,Validação documentos
753,867,"1965-04-27","Fazenda de Dias, 20 Nova Cintra 22533-166 Lopes Paulista / RO",56,94801.74,Validação documentos
753,867,"1965-04-27","Fazenda de Dias, 20 Nova Cintra 22533-166 Lopes Paulista / RO",56,94801.74,Validação documentos
753,867,"1965-04-27","Fazenda de Dias, 20 Nova Cintra 22533-166 Lopes Paulista / RO",56,94801.74,Validação documentos
1520,510,"1978-06-14","Vereda Kamilly Duarte, 27 Flavio Marques Lisboa 06545-234 da Cruz do Sul / GO",56,224818.4,Validação documentos
1520,510,"1978-06-14","Vereda Kamilly Duarte, 27 Flavio Marques Lisboa 06545-234 da Cruz do Sul / GO",56,224818.4,Validação documentos
1520,510,"1978-06-14","Vereda Kamilly Duarte, 27 Flavio Marques Lisboa 06545-234 da Cruz do Sul / GO",56,224818.4,Validação documentos
1891,188,"1951-07-06","Sítio de Sales, 90 Pongelupe 09139183 Pereira / RJ",56,160733.9,Validação documentos
1891,188,"1951-07-06","Sítio de Sales, 90 Pongelupe 09139183 Pereira / RJ",56,160733.9,Validação documentos
1891,188,"1951-07-06","Sítio de Sales, 90 Pongelupe 09139183 Pereira / RJ",56,160733.9,Validação documentos
196,818,"1993-03-01","Praça de Castro, 10 Gameleira 57583291 Martins / CE",57,140713.98,Validação documentos
196,818,"1993-03-01","Praça de Castro, 10 Gameleira 57583291 Martins / CE",57,140713.98,Validação documentos
196,818,"1993-03-01","Praça de Castro, 10 Gameleira 57583291 Martins / CE",57,140713.98,Validação documentos
1167,204,"2002-03-06","Aeroporto Fogaça, 85 Flavio Marques Lisboa 45322737 da Costa / MT",57,170799.3,Validação documentos
1167,204,"2002-03-06","Aeroporto Fogaça, 85 Flavio Marques Lisboa 45322737 da Costa / MT",57,170799.3,Validação documentos
1167,204,"2002-03-06","Aeroporto Fogaça, 85 Flavio Marques Lisboa 45322737 da Costa / MT",57,170799.3,Validação documentos
911,124,"1958-05-13",Alameda Dias Vila Trinta E Um De Março 11447-016 Ferreira / GO,58,28268.19,Validação documentos
911,124,"1958-05-13",Alameda Dias Vila Trinta E Um De Março 11447-016 Ferreira / GO,58,28268.19,Validação documentos
911,124,"1958-05-13",Alameda Dias Vila Trinta E Um De Março 11447-016 Ferreira / GO,58,28268.19,Validação documentos
1151,200,"1955-02-28","Estação Enzo Duarte, 66 Lagoinha 39361698 Jesus / AC",58,55429.71,Validação documentos
1151,200,"1955-02-28","Estação Enzo Duarte, 66 Lagoinha 39361698 Jesus / AC",58,55429.71,Validação documentos
1151,200,"1955-02-28","Estação Enzo Duarte, 66 Lagoinha 39361698 Jesus / AC",58,55429.71,Validação documentos
1441,342,"1955-07-26","Aeroporto Ramos, 66 Caiçaras 13805-115 Fernandes da Serra / AP",58,55694.86,Validação documentos
1441,342,"1955-07-26","Aeroporto Ramos, 66 Caiçaras 13805-115 Fernandes da Serra / AP",58,55694.86,Validação documentos
1441,342,"1955-07-26","Aeroporto Ramos, 66 Caiçaras 13805-115 Fernandes da Serra / AP",58,55694.86,Validação documentos
657,782,"1952-05-23","Praia Pedro Lucas Porto, 92 Maria Goretti 68997814 Caldeira / MT",59,172385.56,Validação documentos
657,782,"1952-05-23","Praia Pedro Lucas Porto, 92 Maria Goretti 68997814 Caldeira / MT",59,172385.56,Validação documentos
657,782,"1952-05-23","Praia Pedro Lucas Porto, 92 Maria Goretti 68997814 Caldeira / MT",59,172385.56,Validação documentos
846,817,"1947-05-25","Favela Porto, 58 Vila Satélite 55942548 Monteiro / TO",59,92324.12,Validação documentos
846,817,"1947-05-25","Favela Porto, 58 Vila Satélite 55942548 Monteiro / TO",59,92324.12,Validação documentos
846,817,"1947-05-25","Favela Porto, 58 Vila Satélite 55942548 Monteiro / TO",59,92324.12,Validação documentos
1001,382,"1962-02-16","Quadra Duarte, 428 Bela Vitoria 06743246 Ferreira / MG",59,63327.36,Validação documentos
1001,382,"1962-02-16","Quadra Duarte, 428 Bela Vitoria 06743246 Ferreira / MG",59,63327.36,Validação documentos
1001,382,"1962-02-16","Quadra Duarte, 428 Bela Vitoria 06743246 Ferreira / MG",59,63327.36,Validação documentos
1173,484,"2005-12-31","Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",59,164708.8,Validação documentos
1173,484,"2005-12-31","Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",59,164708.8,Validação documentos
1173,484,"2005-12-31","Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",59,164708.8,Validação documentos
271,371,"1949-01-07","Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",60,194572.02,Validação documentos
271,371,"1949-01-07","Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",60,194572.02,Validação documentos
271,371,"1949-01-07","Trecho de Barbosa, 78 Jardim Leblon 96711910 Porto / ES",60,194572.02,Validação documentos
541,975,"1974-10-04",Ladeira de Viana Vila Santa Monica 2ª Seção 59516234 Costela / MG,60,195077.88,Validação documentos
541,975,"1974-10-04",Ladeira de Viana Vila Santa Monica 2ª Seção 59516234 Costela / MG,60,195077.88,Validação documentos
541,975,"1974-10-04",Ladeira de Viana Vila Santa Monica 2ª Seção 59516234 Costela / MG,60,195077.88,Validação documentos
171,287,"1944-04-03","Vereda Silva, 55 Andiroba 83971874 Fernandes Verde / RN",61,81561.96,Validação documentos
171,287,"1944-04-03","Vereda Silva, 55 Andiroba 83971874 Fernandes Verde / RN",61,81561.96,Validação documentos
171,287,"1944-04-03","Vereda Silva, 55 Andiroba 83971874 Fernandes Verde / RN",61,81561.96,Validação documentos
732,446,"1997-04-09","Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",61,4746.41,Validação documentos
732,446,"1997-04-09","Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",61,4746.41,Validação documentos
732,446,"1997-04-09","Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",61,4746.41,Validação documentos
